Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"Mumbai",01/01/2006,66.3,86.1,74.4,60.3,63.51,84.28,9.2,,255,0,0,,1.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/02/2006,66.3,80.7,73.5,60.7,65.62,82.38,10.3,,331,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/03/2006,66.3,84.3,73.8,58.4,59.43,84.02,9.2,,307.27,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/04/2006,66.3,86.1,75.3,59.5,59.63,86.17,6.9,,317.14,0,0,,1.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/05/2006,68.1,87.9,76.2,59.8,58.87,86.69,9.2,,226.36,0,0,,1.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/06/2006,68.1,87.9,78.6,59.5,54.14,87.24,12.8,,175,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/07/2006,68.1,89.7,78.4,59.4,54.28,87.24,5.8,,203.64,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/08/2006,69.9,89.7,78.4,57.2,49.79,87.9,9.2,,166.67,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/09/2006,73.5,91.5,80.9,58.4,47.1,90.82,6.9,,93.33,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/10/2006,71.7,91.5,79.8,61,53.97,91.54,8.1,,248.89,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/11/2006,71.7,93.3,81.1,60,50,92.05,8.1,,292.5,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/12/2006,71.7,86.1,77.9,60.7,56.33,86.85,8.1,,241.43,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/13/2006,68.1,89.7,76.2,59.7,58.32,89.68,5.8,,325.56,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/14/2006,68.1,91.5,77.9,61.2,59.19,90.47,8.1,,203.33,0,0,,1.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/15/2006,71.7,95.1,81.1,62.9,57.38,94.66,9.2,,150.91,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/16/2006,71.7,93.3,79.7,64.7,62.75,94.36,8.1,,244,0,0,,1.4,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/17/2006,71.7,87.9,79.1,65.9,65.79,89.48,8.1,,294.44,0,0,,1.5,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/18/2006,69.9,87.9,78.4,63.6,62.37,90.47,6.9,,330,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/19/2006,71.7,93.3,78.2,61.2,57.25,91.48,13.9,,307,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/20/2006,71.7,87.9,77.4,64,64.32,89.48,10.3,,302,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/21/2006,69.9,89.7,77.7,58.8,53.81,88.99,11.4,,310,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/22/2006,69.9,84.3,74.4,58.3,59.48,82.84,9.2,,285,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/23/2006,68.1,80.7,72.9,54.1,54.88,79.77,11.4,,259.23,0,0,,2.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/24/2006,64.5,84.3,72.3,51,48.68,81.8,12.8,,221.18,0,0,,2.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/25/2006,68.1,86.1,74.7,49.2,43.94,82.94,13.9,,113.33,0,0,,2.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/26/2006,69.9,87.9,76.7,46.1,35.39,84.61,11.4,,132,0,0,,3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/27/2006,64.5,87.9,74.5,50.1,44.33,85.2,9.2,,225.56,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/28/2006,64.5,89.7,76.6,52,45.97,86.01,8.1,,197.27,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/29/2006,66.3,89.7,76.6,51,42.46,86.54,11.4,,169,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/30/2006,68.1,95.1,79.1,52.9,43.38,91.67,9.2,,214.44,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/31/2006,68.1,93.3,78.8,56.4,48.66,90.99,9.2,,206.36,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/01/2006,69.9,91.5,78.6,58.3,51.93,90.19,10.3,,255.56,0,0,,1.6,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/02/2006,69.9,93.3,79.6,57.4,49.57,90.57,9.2,,231,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/03/2006,73.5,95.1,80.8,57.4,46.8,92.39,9.2,,191.11,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/04/2006,73.5,93.3,82.1,56.9,43.47,94.36,9.2,,188.89,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/05/2006,71.7,95.1,81.7,54.4,40.92,92.39,9.2,,201.67,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/06/2006,71.7,93.3,81.6,50.8,35.71,90.99,9.2,,242,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/07/2006,69.9,89.7,80.3,52.8,39.83,87.9,9.2,,297.78,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/08/2006,71.7,89.7,79.6,54.9,43.81,88.99,11.4,,239,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/09/2006,68.1,93.3,79.9,57.1,48,90.99,9.2,,313.75,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/10/2006,71.7,89.7,78.6,58.9,52.48,87.9,11.4,,305.71,0,0,,1.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/11/2006,71.7,93.3,79.8,54.9,44.16,90.57,9.2,,253.33,0,0,,1.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/12/2006,71.7,91.5,80,56.1,45.76,88.8,9.2,,226.25,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/13/2006,75.3,91.5,79.5,58.7,50.18,89.19,9.2,,167.5,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/14/2006,71.7,89.7,79.7,62.9,58.98,88.4,9.2,,280,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/15/2006,73.5,89.7,80.2,62.8,58.82,87.9,11.4,,273.75,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/16/2006,73.5,89.7,79.7,57.5,48.94,87.47,10.3,,230.77,0,0,,2.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/17/2006,69.9,89.7,78.2,59.6,54.74,87.9,11.4,,276.47,0,0,,2.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/18/2006,69.9,91.5,79.1,62,58.33,91.54,9.2,,285.33,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/19/2006,71.7,95.1,82,59.7,49.1,93.96,9.2,,272.22,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/20/2006,73.5,96.9,83.6,59.9,46.51,95.28,9.2,,317.5,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/21/2006,75.3,95.1,83.9,62,49.54,94.66,9.2,,264,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/22/2006,77.1,87.9,81,62.9,55.37,87.88,15,,252,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/23/2006,73.5,91.5,81.9,62.2,54.24,90.82,9.2,,273.33,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/24/2006,77.1,100.5,86.2,59.4,42.97,99.21,8.1,,283.75,0,0,,1.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/25/2006,78.9,89.7,82.8,59.8,46.66,87.9,16.1,,205.45,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/26/2006,77.1,86.1,80.4,62.2,54.74,85.58,10.3,,273.75,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/27/2006,75.3,87.9,80.6,58.8,49.06,86.22,11.4,,260,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/28/2006,75.3,89.7,80.9,57.3,45.45,87.1,11.4,,221.54,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/01/2006,77.1,91.5,81.4,59,47.41,90.19,9.2,,224.55,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/02/2006,75.3,91.5,83.4,56.5,41.48,88.47,11.4,,318.33,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/03/2006,77.1,89.7,82.6,64.5,56.64,91.6,9.2,,312.78,0,0,,2.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/04/2006,73.5,91.5,81.3,62.5,57.99,89.19,12.8,,265.71,0,0,,3.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/05/2006,69.9,86.1,78.2,62.4,60.98,85.85,12.8,,294,0,0,,3.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/06/2006,69.9,86.1,77,67.3,73.56,87.64,11.4,,244,0,0,,2.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/07/2006,73.5,84.3,78.2,68.9,74.12,87.56,13.9,,274.55,0,0,,3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/08/2006,73.5,86.1,78.3,69.1,73.88,90.77,12.8,,218.46,0,0,,2.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/09/2006,68.1,82.5,74.4,68.6,82.84,85.53,11.4,,174.62,0.4,8,,2.3,,,"Light Drizzle, Thunderstorm, Rain Showers, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/10/2006,68.1,80.7,75.8,64.6,69.17,82.88,11.4,,192.78,0,0,,2.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/11/2006,73.5,80.7,77.3,66.5,69.83,82.88,11.4,,255.29,0,0,,3.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/12/2006,69.9,84.3,77.2,67.9,74.14,87.56,13.9,,253.85,0,0,,2.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/13/2006,71.7,86.1,78.9,67.9,70.59,88.54,12.8,,316.67,0,0,,3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/14/2006,75.3,86.1,80.3,67.5,66.13,90.77,13.9,,293.85,0,0,,3.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/15/2006,75.3,84.3,79,70,74.74,89.79,11.4,,282.86,0,0,,2.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/16/2006,75.3,84.3,79.3,68,69.62,87.56,10.3,,312.73,0,0,,3.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/17/2006,73.5,86.1,80,69.4,71.46,89.58,11.4,,277.27,0,0,,3.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/18/2006,75.3,86.1,80.5,71.5,75.61,92.12,10.3,,301.11,0,0,,2.3,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/19/2006,77.1,93.3,82.6,71.6,72.03,98.86,11.4,,215.45,0,0,,2.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/20/2006,77.1,93.3,83.2,70.2,66.76,101.1,16.1,,277.14,0,0,,2.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/21/2006,77.1,89.7,81.7,71.8,73.03,96.08,11.4,,308,0,0,,3.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/22/2006,77.1,96.9,85.7,66.6,56.37,100.02,11.4,,265.56,0,0,,2.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/23/2006,77.1,91.5,84.7,67.8,59.45,97.2,11.4,,307.06,0,0,,2.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/24/2006,77.1,89.7,82.3,71.4,70.25,100.48,11.4,,256,0,0,,3.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/25/2006,77.1,89.7,82.7,69.9,65.63,102.81,12.8,,256.67,0,0,,2.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/26/2006,77.1,91.5,83.4,61.4,51.67,90.19,16.1,,282.63,0,0,,3.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/27/2006,73.5,87.9,80.5,66.8,64.62,92.9,11.4,,308.24,0,0,,2.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/28/2006,73.5,91.5,83.1,65.1,57.43,97.2,16.1,,282.78,0,0,,2.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/29/2006,75.3,98.7,87.8,56.4,35.85,97.49,13.9,,269.33,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/30/2006,80.7,95.1,84.9,67.1,57.6,105.46,17.2,,224.38,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/31/2006,77.1,87.9,82.3,73.3,74.86,102.66,11.4,,245.38,0,0,,2.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/01/2006,77.1,87.9,82.4,69.3,65.88,96.08,9.2,,300,0,0,,2.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/02/2006,77.1,89.7,82.3,69,65.57,92.9,13.9,,280.91,0,0,,2.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/03/2006,75.3,87.9,82.3,66.5,59.88,90.47,12.8,,311.43,0,0,,3.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/04/2006,75.3,91.5,82.2,67.6,63.4,93.65,16.1,,277.86,0,0,,3.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/05/2006,75.3,89.7,82.6,69.3,65.53,93.65,12.8,,277.5,0,0,,3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/06/2006,77.1,87.9,81.9,72.2,72.92,94.39,10.3,,281.88,0,0,,2.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/07/2006,78.9,87.9,82.2,70.3,68.26,91.6,13.9,,263.53,0,0,,3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/08/2006,75.3,89.7,81.9,70.9,70.5,95.04,12.8,,274.67,0,0,,3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/09/2006,77.1,89.7,82.9,72,70.57,96.63,13.9,,291.54,0,0,,3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/10/2006,77.1,87.9,82.1,70.9,69.73,92.9,11.4,,295.45,0,0,,3.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/11/2006,77.1,86.1,81.7,69.7,67.78,90.77,9.2,,288.33,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/12/2006,77.1,86.1,80.5,67.9,66.14,88.54,11.4,,277.5,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/13/2006,75.3,86.1,81,68.7,67.07,90.77,12.8,,285,0,0,,2.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/14/2006,77.1,87.9,82.3,69.3,65.83,92.9,11.4,,281.67,0,0,,3.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/15/2006,75.3,87.9,83.1,70.9,67.22,96.08,11.4,,307.06,0,0,,2.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/16/2006,80.7,86.1,82.6,72.1,70.96,93.67,11.4,,275,0,0,,3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/17/2006,77.1,87.9,81.7,70.4,69.34,92.9,12.8,,265.56,0,0,,3.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/18/2006,78.9,86.1,81.8,69.7,67.1,90.77,13.9,,305.33,0,0,,3.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/19/2006,78.9,89.7,83.9,69.8,63.91,95.04,13.9,,280,0,0,,3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/20/2006,78.9,93.3,84.1,68,60.36,94.36,19.5,,304.44,0,0,,3.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/21/2006,78.9,91.5,84.3,70.1,63.63,97.2,12.8,,307.33,0,0,,3.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/22/2006,78.9,87.9,83.3,70.1,65.03,94.39,12.8,,292.22,0,0,,3.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/23/2006,78.9,87.9,82.7,70.3,66.57,92.9,13.9,,306.5,0,0,,3.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/24/2006,77.1,87.9,82.3,70.4,68.03,92.9,13.9,,312.35,0,0,,3.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/25/2006,77.1,87.9,82.2,70.8,69.03,92.9,13.9,,302.78,0,0,,3.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/26/2006,78.9,86.1,82.4,70.7,68.17,92.12,11.4,,300,0,0,,3.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/27/2006,77.1,86.1,82.1,71.1,69.82,92.12,12.8,,264.44,0,0,,3.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/28/2006,77.1,86.1,82.4,70.9,68.78,90.77,11.4,,300.62,0,0,,3.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/29/2006,78.9,87.9,82.5,70.5,67.61,92.9,13.9,,296,0,0,,3.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/30/2006,78.9,86.1,82.7,71.3,69.04,92.12,13.9,,296.84,0,0,,3.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/01/2006,78.9,86.1,82.9,71.5,69.02,92.12,12.8,,302.63,0,0,,3.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/02/2006,78.9,87.9,83.7,73.4,71.72,96.08,12.8,,298.75,0,0,,3.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/03/2006,80.7,87.9,83.8,73,70.52,96.08,10.3,,305.62,0,0,,3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/04/2006,78.9,87.9,83.5,73.3,71.95,96.08,11.4,,255.26,0,0,,3.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/05/2006,80.7,87.9,83.4,72.5,70.21,96.08,11.4,,267.22,0,0,,3.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/06/2006,80.7,87.9,84.1,71.9,67.4,96.08,13.9,,271,0,0,,3.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/07/2006,80.7,87.9,83.8,71.6,67.27,94.39,11.4,,240,0,0,,3.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/08/2006,80.7,89.7,83.5,71.3,67.39,94.39,9.2,,256.25,0,0,,3.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/09/2006,80.7,87.9,83.7,72.3,69.3,92.9,12.8,,276.67,0,0,,3.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/10/2006,80.7,87.9,84.1,72.3,68.22,94.39,11.4,,251.67,0,0,,3.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/11/2006,78.9,87.9,84.1,72.4,68.68,94.39,10.3,,265.62,0,0,,3.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/12/2006,80.7,89.7,84.8,71.9,65.9,96.63,12.8,,272.86,0,0,,3.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/13/2006,80.7,89.7,84.1,71.8,67.15,95.04,12.8,,254.44,0,0,,3.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/14/2006,77.1,91.5,85.1,71,63.74,96.63,11.4,,263.75,0,0,,3.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/15/2006,82.5,87.9,84.8,72.1,65.98,96.08,12.8,,274.12,0,0,,3.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/16/2006,80.7,91.5,85.4,72.7,66.28,100.75,11.4,,300.53,0,0,,3.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/17/2006,82.5,91.5,85.5,72.1,64.83,98.86,16.1,,302.5,0,0,,3.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/18/2006,80.7,89.7,85.1,71.9,65.17,96.63,11.4,,292.11,0,0,,3.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/19/2006,82.5,89.7,85.2,70.8,62.59,95.04,11.4,,277.78,0,0,,3.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/20/2006,82.5,89.7,85.4,70.7,61.88,95.04,15,,258.75,0,0,,3.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/21/2006,82.5,89.7,85.6,71.5,62.93,96.63,15,,242.92,0,0,,3.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/22/2006,84.3,89.7,86.1,72.7,64.63,98.43,12.8,,255.83,0,0,,3.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/23/2006,82.5,89.7,86.1,72.6,64.77,96.08,10.3,,268.5,0,0,,3.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/24/2006,84.3,89.7,85.9,72.8,65.27,98.43,13.9,,250,0,0,,3.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/25/2006,82.5,89.7,85.9,73.1,65.88,98.43,21.9,,261.6,0,0,,3.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/26/2006,84.3,89.7,86.4,72.4,63.46,96.63,13.9,,260.45,0,0,,4.2,,,"",18.94017,72.83486,""
"Mumbai",05/27/2006,84.3,89.7,86.8,73.4,64.82,98.43,11.4,,281.3,0,0,,4.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/28/2006,82.5,89.7,86.1,73.5,66.59,96.63,11.4,,275,0,0,,3.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/29/2006,84.3,91.5,86.5,73,64.65,98.86,12.8,,301.5,0,0,,3.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/30/2006,80.7,89.7,85.8,73.5,67.17,96.63,13.9,,318.7,0.7,4,,2.7,,,"Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",05/31/2006,75.3,86.1,79.7,72.9,80.14,95.42,11.4,,193.12,5.9,16,,1.9,,,"Light Drizzle, Rain, Rain Showers, Heavy Rain, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/01/2006,73.5,80.7,77.2,71.5,83.04,85.52,11.4,,181.58,7.3,16,,2.2,,,"Light Drizzle, Rain, Heavy Rain, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/02/2006,78.9,86.1,80.9,73.5,78.52,97.41,13.9,,194.09,0.4,8,,2.4,,,"Light Drizzle, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/03/2006,78.9,86.1,81.5,73.5,76.95,93.67,12.8,,186.88,0.2,8,,2.6,,,"Light Drizzle, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/04/2006,77.1,86.1,82,72,72.34,93.67,13.9,,193.68,0,0,,3.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/05/2006,78.9,87.9,83,72.7,71.65,94.39,12.8,,211.25,0,0,,3.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/06/2006,80.7,87.9,83.7,72.9,70.52,96.08,13.9,,223.68,0,4,,2.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/07/2006,78.9,87.9,84.1,71.9,67.28,94.39,11.4,,258.82,0,0,,3.2,,,"Light Drizzle, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/08/2006,82.5,87.9,84.7,71.9,65.73,94.39,12.8,,272.11,0,0,,3.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/09/2006,82.5,87.9,85,72.7,67.05,94.39,15,,294,0,4,,3.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/10/2006,78.9,87.9,84.8,72.4,66.85,96.08,12.8,,280.48,0,0,,3.6,,,"Light Drizzle, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/11/2006,82.5,87.9,84.9,73,67.92,96.08,11.4,,274.74,0,0,,3.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/12/2006,82.5,87.9,84.5,73.1,68.84,96.08,13.9,,249.5,0,0,,3.6,,,"Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/13/2006,80.7,87.9,84.2,72.3,67.75,96.08,13.9,,238.18,0,4,,3.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/14/2006,80.7,87.9,84.7,73,68.41,96.08,11.4,,251.82,0,4,,3.7,,,"Precipitation In Vicinity, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/15/2006,82.5,87.9,84.9,72.6,67.08,96.08,11.4,,266.67,0,4,,3.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/16/2006,82.5,87.9,85.2,73.2,67.64,96.08,16.1,,258.42,0.2,4,,3.8,,,"Precipitation In Vicinity, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/17/2006,80.7,87.9,85,74.3,70.73,98,12.8,,247,0.4,4,,3.7,,,"Precipitation In Vicinity, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/18/2006,82.5,89.7,86,73.8,67.52,98.43,16.1,,275.33,0,0,,3.2,,,"Precipitation In Vicinity, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/19/2006,82.5,89.7,85.4,74.3,69.87,96.63,10.3,,259.29,0,0,,3.6,,,"Smoke Or Haze",18.94017,72.83486,""
